sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
4070,Bifocal,2.25,-0.50,97,2.50,1.50,0.00,0,2.50,Neutral,-,Medium,N,20130604
4071,Bifocal,0.50,-0.50,178,2.00,2.00,-2.00,163,2.00,Neutral,-,Medium,N,20120807
4072,Bifocal,2.25,-2.00,105,2.00,3.25,-1.50,67,2.00,Neutral,-,Medium,N,20130604
4073,Bifocal,2.25,-0.50,179,1.50,1.50,-1.00,73,1.50,Neutral,-,Small,N,20130604
4074,Bifocal,2.75,-1.50,84,2.75,3.00,-1.50,120,2.75,Neutral,-,Small,N,20140515
4075,Single,-2.00,-0.50,176,0.00,-2.00,-1.00,154,0.00,Neutral,Plastic,Small,N,20080802
4076,Bifocal,-5.75,-0.25,94,2.25,-5.75,-0.25,90,2.25,Neutral,-,Large,N,20110622
4077,Bifocal,3.00,-0.50,64,2.50,3.75,-0.50,106,2.50,Feminine,-,Large,N,20180424
4078,Bifocal,2.25,-1.75,18,3.00,3.00,-0.75,171,3.00,Feminine,-,Medium,N,20130604
4079,Bifocal,0.00,-0.50,140,2.50,-0.25,-0.25,170,2.50,Neutral,Metal,Medium,N,20190930
4080,Bifocal,-2.25,0.00,0,1.50,-2.50,0.00,0,1.50,Neutral,Plastic,Large,N,20101101
4081,Bifocal,3.00,-1.50,12,2.00,3.50,-2.00,8,2.00,Neutral,-,Medium,N,20180424
4082,Single,-1.25,-0.50,110,0.00,-1.50,0.00,0,0.00,Neutral,Metal,Small,N,20101101
4083,Single,-1.25,-0.25,88,0.00,-0.25,-0.75,95,0.00,Neutral,-,Medium,N,20170515
4084,Single,-1.00,0.00,0,0.00,-0.75,-0.75,126,0.00,Neutral,-,Small,N,20170515
4085,Bifocal,2.50,-0.25,149,1.25,2.50,0.00,0,1.25,Neutral,-,Medium,N,20180424
4086,Single,-1.00,0.00,0,0.00,-0.75,-0.50,134,0.00,Neutral,-,Medium,N,20170515
4087,Bifocal,1.75,-2.00,83,2.50,0.50,-1.50,89,2.50,Neutral,Metal,Medium,N,20190930
4088,Single,-2.25,-1.50,180,0.00,-2.25,-1.25,110,0.00,Neutral,-,Medium,N,20170515
4089,Single,-1.75,-1.25,31,0.00,-1.50,-0.50,69,0.00,Neutral,-,Medium,N,20170515
4090,Single,-1.50,-0.25,136,0.00,-1.25,-0.50,85,0.00,Neutral,-,Medium,N,20110622
4091,Bifocal,0.50,-1.50,97,2.50,2.50,-1.00,112,2.50,Feminine,-,Large,N,20120807
4092,Bifocal,-3.75,0.00,0,1.00,-4.00,0.00,0,1.00,Neutral,Plastic,Large,N,20101101
4093,Bifocal,4.00,-1.75,160,2.50,4.00,-1.50,175,2.50,Neutral,-,Large,N,20180424
4094,Bifocal,1.75,-0.75,28,2.00,3.75,-0.50,147,2.00,Neutral,-,Medium,N,20160426
4095,Bifocal,0.50,-0.25,66,2.25,-0.25,-0.50,130,2.25,Feminine,Metal,Medium,N,20190930
4096,Bifocal,2.25,-1.00,100,2.25,1.75,-1.00,74,2.25,Neutral,-,Medium,N,20130604
4097,Bifocal,1.75,-1.25,115,2.75,1.00,-1.50,75,2.75,Neutral,-,Large,N,20160426
4098,Single,2.75,-0.50,54,0.00,0.75,0.00,0,0.00,Neutral,-,Small,N,20110622
4099,Bifocal,1.25,-1.50,100,2.75,2.50,-2.00,70,2.75,Feminine,Plastic,Medium,N,20091105
4100,Bifocal,0.75,-0.75,111,1.75,0.00,-0.25,66,1.75,Feminine,Metal,Small,N,20190930
4101,Bifocal,1.00,-0.25,105,2.25,0.75,-0.50,43,2.25,Neutral,Plastic,Medium,N,20091105
4102,Single,-2.25,-0.50,168,0.00,-3.25,-0.50,153,0.00,Neutral,Metal,Small,N,20080802
4103,Bifocal,0.50,-1.00,13,3.00,0.75,-0.50,97,3.00,Feminine,-,Small,N,20120807
4104,Bifocal,2.25,-0.50,164,2.00,3.25,-0.50,84,2.00,Neutral,-,Medium,N,20180424
4105,Bifocal,1.00,0.00,0,2.75,1.50,-0.50,87,2.75,Feminine,Plastic,Medium,N,20091105
4106,Bifocal,1.75,-0.50,93,2.75,2.50,-1.25,96,2.75,Neutral,-,Large,N,20160426
4107,Bifocal,0.00,-1.50,152,2.75,0.00,-1.00,151,2.75,Neutral,Metal,Medium,N,20190930
4108,Single,-1.25,0.00,0,0.00,-2.25,-0.75,70,0.00,Neutral,Metal,Large,N,20101101
4109,Bifocal,0.00,-1.50,65,0.75,0.00,-1.50,116,0.75,Neutral,Metal,Medium,N,20190930
4110,Single,-1.25,-0.50,76,0.00,-1.25,-0.50,79,0.00,Neutral,Metal,Large,N,20101101
4111,Bifocal,4.00,-1.00,30,2.50,2.25,-1.50,69,2.50,Neutral,-,Medium,N,20180424
4112,Bifocal,1.50,-0.75,78,1.25,1.00,-1.25,98,1.25,Feminine,-,Medium,N,20150511
4113,Bifocal,2.50,-1.50,96,1.00,1.75,-0.75,82,1.00,Neutral,Metal,Medium,N,20091105
4114,Bifocal,4.25,0.00,0,2.25,4.50,-0.50,75,2.25,Neutral,-,Medium,N,20180424
4115,Single,-1.75,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,-,Small,N,20170515
4116,Bifocal,0.50,-1.25,70,2.75,1.50,-1.25,67,2.75,Neutral,Metal,Medium,N,20190930
4117,Bifocal,3.00,-1.00,91,2.75,1.50,0.00,0,2.75,Neutral,-,Large,N,20180424
4118,Single,-1.25,-1.50,103,0.00,-1.00,-1.00,60,0.00,Neutral,Metal,Medium,N,20101101
4119,Bifocal,2.50,-0.50,2,4.00,1.25,-0.50,159,4.00,Neutral,-,Small,N,20140515
4120,Single,-1.25,-0.75,128,0.00,1.50,-2.50,81,0.00,Neutral,Metal,Large,N,20101101
4121,Bifocal,1.75,-2.00,88,2.00,2.75,-2.25,90,2.00,Neutral,-,Large,N,20160426
4122,Bifocal,1.50,-0.50,88,1.50,2.50,-1.00,70,1.50,Neutral,-,Medium,N,20150511
4123,Single,-1.25,0.00,0,0.00,-1.50,0.00,0,0.00,Feminine,Metal,Small,N,20101101
4124,Single,-1.50,-0.50,92,0.00,-2.25,-0.75,150,0.00,Neutral,Metal,Medium,N,20080802
4125,Bifocal,0.25,-0.50,110,2.00,0.25,-0.50,58,2.00,Neutral,-,Medium,N,20110622
4126,Bifocal,3.00,-1.00,121,2.75,3.50,-1.00,50,2.75,Neutral,-,Medium,N,20180424
4127,Bifocal,3.75,-1.25,23,2.25,3.00,-0.75,141,2.25,Neutral,-,Medium,N,20180424
4128,Bifocal,1.50,-1.25,170,2.75,0.00,-0.50,9,2.75,Neutral,-,Medium,N,20150511
4129,Single,-2.25,-0.50,103,0.00,-2.25,-0.25,146,0.00,Neutral,Metal,Medium,N,20081017
4130,Bifocal,2.00,-0.50,97,2.75,1.75,-0.25,97,2.75,Neutral,-,Medium,N,20180424
4131,Bifocal,-0.50,-1.75,14,2.50,-0.50,-1.00,179,2.50,Neutral,-,Medium,N,20170515
4132,Single,-1.25,-0.75,163,0.00,-1.00,-0.50,84,0.00,Neutral,Metal,Medium,N,20080802
4133,Bifocal,1.50,-1.00,39,2.75,1.25,-0.75,177,2.75,Neutral,Metal,Medium,N,20190930
4134,Bifocal,-1.25,0.00,0,2.25,-0.50,-1.00,15,2.25,Feminine,Plastic,Large,N,20101101
4135,Bifocal,2.00,-0.50,120,1.00,4.00,-0.25,36,1.00,Feminine,-,Medium,N,20180424
4136,Bifocal,5.50,0.00,0,1.50,4.00,-0.50,115,1.50,Feminine,-,Large,N,20180424
4137,Bifocal,1.00,0.00,0,2.25,0.75,0.00,0,2.25,Feminine,Plastic,Medium,N,20190930
4138,Bifocal,2.00,-0.50,98,1.00,2.75,-0.75,94,1.00,Neutral,-,Medium,N,20180424
4139,Single,-1.75,-1.00,113,0.00,-1.75,-1.25,66,0.00,Neutral,Metal,Medium,N,20081017
4140,Bifocal,-1.50,-1.50,95,1.00,-1.75,-0.75,75,1.00,Neutral,-,Medium,N,20170515
4141,Bifocal,1.75,-0.75,7,4.25,1.75,0.00,0,4.25,Neutral,-,Medium,N,20160426
4142,Single,-0.50,-0.75,140,0.00,-0.25,-0.75,91,0.00,Neutral,Metal,Medium,N,20080802
4143,Bifocal,2.50,-1.75,118,3.00,2.00,-1.75,86,3.00,Neutral,Metal,Small,N,20091114
4144,Single,-1.25,-1.00,96,0.00,-3.00,0.00,0,0.00,Neutral,Metal,Large,N,20101101
4145,Bifocal,0.25,-1.25,88,2.25,0.00,-0.75,137,2.25,Neutral,-,Large,N,20120807
4146,Bifocal,-3.25,-1.00,86,1.00,-3.25,-1.00,9,1.00,Neutral,-,Medium,N,20110622
4147,Bifocal,0.00,-2.00,105,1.25,-0.50,-2.00,84,1.25,Neutral,-,Large,N,20110622
4148,Bifocal,2.75,-0.25,24,1.75,3.00,-0.75,162,1.75,Neutral,-,Medium,N,20180424
4149,Bifocal,0.50,-0.25,117,2.75,1.00,-0.50,115,2.75,Neutral,-,Small,N,20120807
4150,Bifocal,1.00,-0.50,134,2.50,1.00,-0.50,45,2.50,Feminine,-,Large,N,20120807
4151,Single,-1.25,-0.25,55,0.00,-1.00,-0.75,101,0.00,Neutral,-,Large,N,20170515
4152,Single,-5.00,-0.25,105,0.00,-5.50,-0.25,177,0.00,Neutral,Metal,Medium,N,20080802
4153,Single,-1.25,-0.50,94,0.00,-1.25,-0.50,90,0.00,Neutral,Metal,Medium,N,20080802
4154,Bifocal,1.50,0.00,0,2.50,1.25,0.00,0,2.50,Neutral,Metal,Medium,N,20190930
4155,Bifocal,-3.25,-1.75,124,3.75,-2.75,-1.00,50,3.75,Neutral,Metal,Medium,N,20101101
4156,Bifocal,2.00,0.00,0,2.00,0.00,0.00,0,0.00,Neutral,-,Small,N,20130605
4157,Bifocal,-5.00,-1.25,178,1.25,-4.25,-1.00,172,1.25,Neutral,-,Small,N,20170515
4158,Bifocal,0.75,-2.00,90,1.50,0.75,-1.50,90,1.50,Neutral,Plastic,Medium,N,20190930
4159,Single,-2.75,-1.00,8,0.00,-2.25,-1.25,3,0.00,Neutral,Metal,Large,N,20080802
4160,Bifocal,3.50,-1.25,66,2.25,3.25,-0.50,77,2.25,Neutral,-,Medium,N,20110623
4161,Bifocal,2.00,-1.00,94,2.50,2.75,-0.75,112,2.50,Neutral,-,Medium,N,20160426
4162,Bifocal,0.25,-0.75,147,2.50,1.75,-1.50,89,2.50,Neutral,-,Medium,N,20120807
4163,Bifocal,-2.00,-1.50,95,1.50,-1.25,-1.50,101,1.50,Neutral,Plastic,Large,N,20101101
4164,Bifocal,1.50,-0.50,123,1.25,1.50,-0.75,149,1.25,Neutral,-,Small,N,20150511
4165,Single,-1.00,-0.25,130,0.00,-1.25,-0.25,57,0.00,Neutral,-,Small,N,20170515
4166,Bifocal,1.50,-0.50,10,3.25,1.75,-0.50,92,3.25,Feminine,-,Small,N,20150511
4167,Bifocal,1.75,-1.75,178,2.50,0.50,0.00,0,2.50,Feminine,Plastic,Large,N,20091114
4168,Bifocal,1.50,-1.50,52,2.75,0.75,0.00,0,2.75,Neutral,Metal,Large,N,20190930
4169,Bifocal,2.50,-1.00,105,2.00,2.25,-1.00,100,2.00,Neutral,Metal,Medium,L,20091105
4170,Bifocal,1.00,0.00,0,2.25,1.25,0.00,0,2.25,Neutral,Metal,Large,N,20190930
4171,Bifocal,1.00,-0.25,167,2.50,1.50,0.00,0,2.50,Feminine,Metal,Medium,N,20190930
4172,Bifocal,-3.50,-0.50,73,1.75,-2.75,-0.75,11,1.75,Neutral,Metal,Large,N,20101101
4173,Bifocal,-3.50,-1.50,37,1.75,-4.25,-1.25,108,1.75,Neutral,Metal,Medium,N,20101101
4174,Single,-6.75,-2.00,71,0.00,-7.25,-1.75,127,0.00,Neutral,-,Medium,N,20110623
4175,Bifocal,2.75,-1.25,104,2.50,2.75,-0.75,95,2.50,Neutral,-,Large,N,20180424
4176,Bifocal,-3.50,-1.00,171,1.50,-3.00,-0.50,11,1.50,Feminine,Metal,Small,N,20101101
4177,Bifocal,0.50,-0.50,70,2.00,0.75,0.00,0,2.00,Feminine,Plastic,Large,N,20190930
4178,Bifocal,2.00,-1.50,91,2.00,1.25,-0.50,96,2.00,Neutral,-,Medium,N,20160426
4179,Single,-1.50,-1.50,9,0.00,-1.25,-1.25,179,0.00,Neutral,-,Medium,N,20110623
4180,Bifocal,-3.50,-0.50,48,1.75,-2.00,-1.25,168,1.75,Neutral,Metal,Large,N,20101101
4181,Bifocal,-2.50,-0.50,89,1.50,-2.25,-0.50,85,1.50,Neutral,Plastic,Large,N,20101101
4182,Bifocal,-8.75,-0.75,70,1.50,-9.25,-0.25,106,1.50,Neutral,Metal,Small,N,20101101
4183,Bifocal,-8.00,-0.25,94,1.75,-8.75,-0.25,170,1.75,Neutral,Plastic,Large,N,20101101
4184,Bifocal,2.75,-1.00,95,1.25,2.00,-0.75,106,1.25,Neutral,-,Small,N,20140515
4185,Single,-2.00,-0.50,176,0.00,-2.00,-0.50,11,0.00,Neutral,Metal,Large,N,20080802
4186,Bifocal,3.50,-0.75,89,3.00,5.00,-1.25,81,3.00,Feminine,-,Large,N,20130605
4187,Bifocal,-4.25,-0.50,17,1.75,-4.50,-0.75,170,1.75,Neutral,Metal,Small,N,20101101
4188,Single,-5.25,0.00,0,0.00,-5.25,0.00,0,0.00,Neutral,-,Medium,N,20110623
4189,Bifocal,0.00,-1.00,77,3.00,0.75,-1.00,108,3.00,Neutral,-,Medium,N,20120807
4190,Bifocal,-8.75,-0.25,73,1.25,-8.75,-0.25,147,1.25,Neutral,Metal,Small,N,20101101
4191,Bifocal,0.50,-1.25,179,1.00,0.50,-1.25,2,1.00,Neutral,-,Large,N,20120807
4192,Single,-1.75,0.00,0,0.00,-1.75,0.00,0,0.00,Neutral,-,Medium,N,20110623
4193,Bifocal,2.00,-0.25,102,2.50,2.00,-0.50,85,2.50,Neutral,-,Medium,N,20130605
4194,Bifocal,-2.50,-0.75,52,2.50,-2.25,-0.75,58,2.50,Feminine,Metal,Large,N,20101101
4195,Single,-4.50,0.00,0,0.00,-4.75,0.00,0,0.00,Neutral,Plastic,Large,N,20080802
4196,Single,10.50,-1.00,24,0.00,10.75,-2.00,20,0.00,Neutral,Plastic,Medium,D,20031201
4197,Bifocal,-2.50,-0.50,170,1.75,-3.00,-0.75,16,1.75,Neutral,Plastic,Large,N,20101101
4198,Bifocal,1.25,-0.50,141,2.25,2.50,-0.50,87,2.25,Feminine,-,Medium,N,20140620
4199,Bifocal,4.25,-0.75,72,2.50,4.00,-1.00,107,2.50,Feminine,Plastic,Large,N,20091114
4200,Bifocal,2.00,-0.75,72,2.75,3.75,-0.75,104,2.75,Neutral,-,Medium,N,20130605
4201,Bifocal,0.00,-0.50,168,1.50,-0.75,-0.50,146,1.50,Neutral,Metal,Medium,N,20190930
4202,Bifocal,2.00,-0.50,21,2.50,2.00,-0.25,26,2.50,Neutral,Metal,Medium,N,20190930
4203,Single,-3.75,0.00,0,0.00,-3.50,-0.50,12,0.00,Neutral,Metal,Large,N,20080802
4204,Bifocal,2.75,-0.50,103,2.00,2.25,-0.50,76,2.00,Neutral,-,Small,N,20140515
4205,Single,-1.50,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,Plastic,Large,N,20080802
4206,Bifocal,1.50,-1.00,49,2.50,1.25,-0.75,180,2.50,Neutral,Metal,Medium,N,20190930
4207,Bifocal,0.00,-0.25,114,1.75,-0.75,-1.25,102,1.75,Neutral,Metal,Medium,N,20190930
4208,Single,-3.75,-1.25,166,0.00,-3.25,-1.25,6,0.00,Neutral,Plastic,Large,N,20080802
4209,Bifocal,-5.25,-0.75,37,3.00,-3.50,-1.00,10,3.00,Neutral,Metal,Medium,N,20090609
4210,Bifocal,1.25,-0.25,127,2.25,1.75,-0.50,67,2.25,Neutral,-,Small,N,20150511
4211,Single,-2.00,-0.25,148,0.00,-2.75,0.00,0,0.00,Feminine,-,Medium,N,20110623
4212,Bifocal,1.75,-0.75,143,2.50,1.75,-0.75,48,2.50,Neutral,-,Medium,N,20160426
4213,Bifocal,-3.25,-0.25,73,1.50,-3.50,-0.25,21,1.50,Feminine,Metal,Large,N,20101101
4214,Bifocal,2.75,-0.75,80,3.25,2.00,0.00,0,3.25,Neutral,-,Medium,N,20180424
4215,Single,-2.00,-0.25,4,0.00,-2.00,-0.25,2,0.00,Neutral,-,Medium,N,20110623
4216,Bifocal,2.25,-0.25,67,1.25,0.75,0.00,0,1.25,Neutral,-,Small,N,20130605
4217,Bifocal,2.50,-0.75,75,2.25,1.75,-0.50,49,2.25,Neutral,Metal,Medium,N,20091105
4218,Single,-1.50,-0.50,74,0.00,-1.50,-0.50,74,0.00,Neutral,Plastic,Large,N,20080802
4219,Bifocal,1.25,-0.50,110,2.25,2.00,-1.25,93,2.25,Feminine,Metal,Large,N,20190930
4220,Bifocal,0.00,-1.00,81,2.25,-0.75,-0.75,105,2.25,Neutral,Metal,Medium,N,20190930
4221,Bifocal,-2.50,-0.50,54,1.75,-1.75,-1.00,101,1.75,Neutral,Plastic,Large,N,20101101
4222,Bifocal,1.75,-0.75,98,1.25,1.00,-0.75,102,1.25,Neutral,-,Medium,N,20160426
4223,Single,-5.75,-0.75,178,0.00,-6.00,0.00,0,0.00,Neutral,-,Small,N,20110623
4224,Single,-5.25,-1.75,90,0.00,-4.00,-1.25,106,0.00,Neutral,-,Medium,N,20110623
4225,Bifocal,2.75,-0.75,106,2.75,2.50,-0.75,51,2.75,Feminine,-,Medium,N,20180424
4226,Bifocal,1.50,-1.50,127,3.75,1.50,-2.00,84,3.75,Neutral,-,Medium,N,20150511
4227,Bifocal,1.75,-0.50,119,2.50,2.00,-1.00,49,2.50,Neutral,-,Large,N,20160426
4228,Bifocal,-0.50,-1.75,119,1.75,-1.25,-1.00,50,1.75,Neutral,-,Small,N,20170515
4229,Bifocal,-0.50,-1.25,12,2.50,-0.25,-1.75,2,2.50,Neutral,-,Medium,N,20170515
4230,Single,-4.75,-0.75,4,0.00,-5.25,-0.75,160,0.00,Neutral,Metal,Large,N,20080802
4231,Bifocal,2.25,-0.50,89,3.00,2.25,0.00,0,3.00,Neutral,-,Medium,N,20180424
4232,Bifocal,2.25,-0.50,100,1.25,2.50,-0.75,84,1.25,Neutral,-,Small,N,20180424
4233,Single,-1.50,-1.00,126,0.00,-1.75,-1.25,76,0.00,Neutral,-,Small,N,20110623
4234,Bifocal,1.00,-0.50,115,2.75,0.00,-0.25,65,2.75,Neutral,-,Large,N,20150511
4235,Bifocal,-10.25,-0.50,67,1.75,-11.75,-1.00,154,1.75,Neutral,Metal,Large,N,20101101
4236,Bifocal,2.75,-0.50,76,1.75,3.25,-0.50,89,1.75,Neutral,-,Medium,N,20140515
4237,Bifocal,-2.25,0.00,0,1.50,-2.50,-0.75,169,1.50,Feminine,Plastic,Large,N,20101101
4238,Bifocal,2.00,-1.50,94,2.00,1.50,-1.25,87,2.00,Neutral,-,Small,N,20160426
4239,Single,-4.75,-0.25,126,0.00,-4.50,0.00,0,0.00,Neutral,-,Small,N,20110623
4240,Single,-2.50,0.00,0,0.00,-3.00,0.00,0,0.00,Neutral,-,Medium,N,20110623
4241,Single,-1.75,-1.50,73,0.00,-2.50,-1.50,104,0.00,Neutral,-,Medium,N,20110623
4242,Bifocal,1.25,-0.75,130,2.75,1.25,-0.25,26,2.75,Feminine,-,Medium,N,20150511
4243,Bifocal,2.50,-0.25,12,2.25,3.50,-0.50,135,2.25,Neutral,-,Small,N,20180424
4244,Bifocal,2.50,-0.50,70,1.75,3.00,-0.50,140,1.75,Neutral,-,Medium,N,20180424
4245,Bifocal,1.00,-0.75,108,3.00,1.00,-0.50,67,3.00,Feminine,Plastic,Large,N,20091105
4246,Bifocal,0.00,-1.00,106,3.25,0.75,-1.50,90,3.25,Feminine,Plastic,Medium,N,20190930
4247,Single,-7.50,-0.25,171,0.00,-6.25,-0.50,5,0.00,Neutral,-,Medium,N,20110623
4248,Bifocal,-2.50,-1.00,110,2.50,-2.25,-0.25,50,2.50,Neutral,-,Small,N,20170515
4249,Bifocal,2.25,-1.25,104,2.00,0.50,-1.25,81,2.00,Neutral,-,Medium,N,20180424
4250,Bifocal,2.50,-1.75,106,1.75,2.00,-1.25,63,1.75,Neutral,-,Small,N,20140515
4251,Bifocal,1.75,-0.50,77,1.75,2.00,-0.50,92,1.75,Neutral,-,Medium,N,20160426
4252,Bifocal,2.50,-1.50,108,2.50,2.00,-1.00,78,2.50,Neutral,Plastic,Medium,N,20091105
4253,Bifocal,2.75,-0.75,70,2.25,2.50,-0.75,91,2.25,Neutral,Plastic,Medium,N,20091114
4254,Single,0.00,-0.75,86,0.00,-0.25,-0.50,81,0.00,Neutral,Metal,Medium,N,20100408
4255,Bifocal,4.50,-1.00,153,2.25,5.50,-1.75,168,2.25,Neutral,-,Medium,N,20180424
4256,Bifocal,1.00,-0.75,116,3.00,0.75,-0.75,70,3.00,Feminine,Metal,Medium,N,20190930
4257,Bifocal,2.25,-0.25,71,0.75,2.75,-1.50,134,0.75,Neutral,-,Medium,N,20180424
4258,Bifocal,0.00,-1.50,101,3.00,-0.50,-1.50,172,3.00,Feminine,Metal,Medium,N,20190930
4259,Bifocal,3.25,-0.50,121,2.25,3.25,-0.50,73,2.25,Neutral,-,Large,N,20130605
4260,Bifocal,1.75,-0.50,98,2.25,1.75,-0.25,94,2.25,Neutral,Metal,Medium,N,20091114
4261,Bifocal,2.25,-1.75,37,2.75,2.25,-1.25,103,2.75,Neutral,-,Medium,N,20180424
4262,Bifocal,0.25,-0.75,128,2.50,0.00,0.00,0,2.50,Neutral,Plastic,Medium,N,20100408
4263,Bifocal,-1.75,-0.50,97,2.00,-2.25,-0.75,67,2.00,Neutral,-,Small,N,20110623
4264,Bifocal,1.25,-0.75,127,3.00,1.25,-0.50,82,3.00,Feminine,Metal,Medium,N,20090611
4265,Bifocal,1.25,0.00,0,2.00,1.00,-1.00,7,2.00,Feminine,-,Medium,N,20120807
4266,Single,0.00,-2.00,88,0.00,0.25,-2.25,88,0.00,Neutral,Plastic,Medium,N,20190930
4267,Single,-6.75,-1.25,100,0.00,-6.50,-1.50,101,0.00,Neutral,-,Medium,N,20110623
4268,Bifocal,2.75,-0.25,78,2.75,2.75,-0.25,75,2.75,Feminine,-,Medium,N,20180424
4269,Bifocal,1.25,-0.25,92,2.25,1.75,-0.25,90,2.25,Neutral,-,Large,N,20120807
4270,Bifocal,2.75,-0.50,7,1.75,2.75,-0.25,139,1.75,Neutral,-,Medium,N,20180424
4271,Bifocal,0.50,-0.50,61,2.00,0.00,-0.25,101,2.00,Feminine,Plastic,Medium,N,20090611
4272,Bifocal,1.00,-1.50,90,3.00,2.00,-1.50,108,3.00,Feminine,-,Medium,N,20120807
4273,Single,-2.00,0.00,0,0.00,-3.00,0.00,0,0.00,Neutral,-,Small,N,20110623
4274,Bifocal,1.25,-1.50,87,1.00,1.00,-1.50,93,1.00,Feminine,-,Medium,N,20120807
4275,Bifocal,2.50,-0.25,74,1.25,2.25,-0.50,94,1.25,Neutral,-,Medium,N,20180424
4276,Bifocal,1.25,-0.25,48,1.25,1.25,-0.50,170,1.25,Neutral,Plastic,Medium,N,20190930
4277,Bifocal,0.00,-0.50,178,1.50,0.00,-0.75,1,1.50,Neutral,Plastic,Medium,N,20190930
4278,Bifocal,2.00,-1.25,114,4.00,2.50,-1.00,53,4.00,Feminine,-,Large,N,20160426
4279,Bifocal,2.50,-1.00,93,1.75,2.50,-1.00,95,1.75,Neutral,-,Medium,N,20180424
4280,Bifocal,0.00,-0.25,82,2.75,1.25,-1.75,110,2.75,Neutral,Metal,Large,N,20190930
4281,Bifocal,2.00,-1.00,57,1.25,2.25,-0.75,121,1.25,Neutral,-,Medium,N,20130605
4282,Bifocal,2.00,0.00,0,2.00,2.00,-0.25,110,2.00,Neutral,-,Medium,N,20160426
4283,Bifocal,2.25,-1.25,111,2.00,2.00,-1.25,99,2.00,Neutral,Metal,Medium,N,20091105
4284,Bifocal,2.25,-0.50,80,2.50,2.50,-0.50,100,2.50,Neutral,-,Large,N,20130605
4285,Bifocal,2.00,-0.75,77,3.00,3.25,-0.25,57,3.00,Neutral,-,Medium,N,20180424
4286,Single,-5.50,-0.50,120,0.00,-5.25,0.00,0,0.00,Neutral,-,Small,N,20110623
4287,Bifocal,1.25,0.00,0,3.75,1.25,-0.50,1,3.75,Neutral,-,Medium,N,20150511
4288,Bifocal,0.50,-1.50,166,2.50,0.00,-0.50,32,2.50,Feminine,Plastic,Medium,N,20090611
4289,Bifocal,2.75,-0.25,104,3.00,2.50,-0.50,94,3.00,Neutral,-,Small,N,20140515
4290,Bifocal,0.50,-0.50,15,2.50,0.50,0.00,0,2.50,Neutral,Metal,Large,N,20190930
4291,Bifocal,2.50,0.00,0,2.75,27.00,0.00,0,2.75,Neutral,Metal,Large,N,20091105
4292,Bifocal,0.00,-1.50,88,2.50,0.00,-1.25,90,2.50,Neutral,Metal,Large,N,20190930
4293,Bifocal,0.00,-0.75,90,3.25,0.00,-1.25,80,3.25,Neutral,Metal,Medium,N,20190930
4294,Bifocal,1.75,-0.50,88,1.75,1.50,-0.50,84,1.75,Feminine,-,Large,N,20120807
4295,Bifocal,1.50,-0.50,173,2.00,1.50,-0.50,147,2.00,Neutral,-,Large,N,20111102
4296,Bifocal,1.75,-1.75,96,3.25,1.75,-1.75,94,3.25,Neutral,Metal,Medium,N,20091114
4297,Bifocal,2.50,-0.50,33,3.00,2.50,-1.25,84,3.00,Neutral,-,Small,N,20140515
4298,Bifocal,2.75,-1.00,85,2.25,2.50,-2.00,97,2.25,Neutral,-,Small,N,20180424
4299,Bifocal,2.00,-1.75,95,2.75,1.75,-1.25,87,2.75,Feminine,Metal,Medium,N,20190930
4300,Bifocal,2.25,-0.25,131,2.50,2.75,-0.75,81,2.50,Neutral,-,Medium,N,20130605
4301,Bifocal,1.00,-0.75,90,1.75,0.25,-0.50,60,1.75,Neutral,-,Small,N,20150511
4302,Single,-1.50,0.00,0,0.00,-1.75,0.00,0,0.00,Feminine,Metal,Small,N,20100408
4303,Bifocal,1.00,-1.00,92,3.00,0.00,-1.25,98,3.00,Neutral,-,Small,N,20120807
4304,Bifocal,12.75,-0.50,80,4.00,15.50,-0.75,106,4.00,Neutral,Metal,Medium,N,20051031
4305,Bifocal,0.00,-1.25,125,2.25,0.50,-0.50,60,2.25,Feminine,Metal,Medium,N,20190930
4306,Bifocal,1.00,-1.75,86,3.75,1.50,-1.00,104,3.75,Feminine,-,Medium,N,20120807
4307,Bifocal,2.00,-2.00,17,2.25,2.25,-2.25,179,2.25,Neutral,-,Medium,N,20180424
4308,Bifocal,1.50,0.00,0,2.75,1.50,-0.50,112,2.75,Feminine,Metal,Large,N,20190930
4309,Bifocal,2.00,-0.75,101,1.50,1.25,-0.50,65,1.50,Neutral,-,Small,N,20180424
4310,Bifocal,2.00,-0.50,95,2.25,3.00,-0.75,122,2.25,Neutral,-,Small,N,20160426
4311,Bifocal,1.25,-1.00,72,1.25,0.00,-0.25,14,1.25,Feminine,Plastic,Small,N,20190930
4312,Bifocal,1.25,-0.25,176,2.25,1.50,-0.50,137,2.25,Neutral,Metal,Medium,N,20190930
4313,Bifocal,5.75,-0.75,12,3.50,5.75,-0.75,19,3.50,Neutral,-,Small,N,20160426
4314,Bifocal,2.00,-0.25,20,3.00,3.25,-0.50,161,3.00,Neutral,Metal,Large,N,20190930
4315,Single,-2.50,-0.50,171,0.00,-2.75,-0.50,172,0.00,Neutral,Metal,Medium,N,20100408
4316,Bifocal,2.50,0.00,0,2.00,2.75,-0.25,90,2.00,Feminine,-,Medium,N,20180424
